date,discount_coupon_code,usage_count,total_discount_given,total_revenue,avg_order_value,discount_percentage
2025-10-27,HOLIDAY10,7,110,5189.72,741.39,2.12
2025-10-28,RING20,11,130,4919.69,447.24,2.64
2025-10-28,HOLIDAY10,8,90,4099.78,512.47,2.2
2025-10-28,NO_COUPON,8,50,4989.74,623.72,1.0
2025-10-29,NO_COUPON,11,120,5439.66,494.51,2.21
2025-10-29,RING20,11,110,5929.66,539.06,1.86
2025-10-29,HOLIDAY10,7,100,4389.72,627.1,2.28
2025-10-30,HOLIDAY10,13,70,6999.59,538.43,1.0
2025-10-30,RING20,10,130,5389.73,538.97,2.41
2025-10-30,NO_COUPON,9,100,3909.75,434.42,2.56
2025-10-31,HOLIDAY10,12,140,7889.55,657.46,1.77
2025-10-31,NO_COUPON,11,90,4069.76,369.98,2.21
2025-10-31,RING20,10,130,5349.67,534.97,2.43
2025-11-01,RING20,12,100,6949.63,579.14,1.44
2025-11-01,HOLIDAY10,8,80,4219.73,527.47,1.9
2025-11-01,NO_COUPON,8,70,2449.84,306.23,2.86
2025-11-02,NO_COUPON,15,190,8809.53,587.3,2.16
2025-11-02,HOLIDAY10,8,90,4699.75,587.47,1.91
2025-11-02,RING20,3,20,1549.92,516.64,1.29
2025-11-03,HOLIDAY10,13,180,6739.59,518.43,2.67
2025-11-03,RING20,13,100,6339.63,487.66,1.58
2025-11-03,NO_COUPON,10,130,5999.68,599.97,2.17
2025-11-04,NO_COUPON,15,110,6639.6,442.64,1.66
2025-11-04,HOLIDAY10,8,110,5109.69,638.71,2.15
2025-11-04,RING20,4,30,2099.86,524.96,1.43
2025-11-05,NO_COUPON,8,100,4159.74,519.97,2.4
2025-11-05,RING20,7,70,3089.84,441.41,2.27
2025-11-05,HOLIDAY10,4,70,1599.88,399.97,4.38
2025-11-06,NO_COUPON,17,190,7779.53,457.62,2.44
2025-11-06,RING20,14,160,7589.55,542.11,2.11
2025-11-06,HOLIDAY10,8,100,4109.76,513.72,2.43
2025-11-07,HOLIDAY10,12,80,6969.57,580.8,1.15
2025-11-07,RING20,10,80,3389.78,338.98,2.36
2025-11-07,NO_COUPON,5,20,2949.82,589.96,0.68
2025-11-08,HOLIDAY10,17,190,6909.45,406.44,2.75
2025-11-08,NO_COUPON,11,100,6779.62,616.33,1.48
2025-11-08,RING20,5,80,2939.84,587.97,2.72
2025-11-09,RING20,10,110,6989.63,698.96,1.57
2025-11-09,NO_COUPON,9,90,4789.71,532.19,1.88
2025-11-09,HOLIDAY10,7,100,2429.85,347.12,4.12
2025-11-10,HOLIDAY10,16,160,6529.58,408.1,2.45
2025-11-10,RING20,11,150,6449.6,586.33,2.33
2025-11-10,NO_COUPON,8,80,3109.75,388.72,2.57
2025-11-11,HOLIDAY10,10,70,5339.72,533.97,1.31
2025-11-11,NO_COUPON,9,70,4979.71,553.3,1.41
2025-11-11,RING20,5,90,2609.85,521.97,3.45
2025-11-12,NO_COUPON,13,140,5979.64,459.97,2.34
2025-11-12,RING20,13,120,6949.6,534.58,1.73
2025-11-12,HOLIDAY10,9,100,4329.73,481.08,2.31
2025-11-13,HOLIDAY10,10,90,5429.68,542.97,1.66
2025-11-13,NO_COUPON,10,150,4669.68,466.97,3.21
2025-11-13,RING20,8,70,3629.77,453.72,1.93
2025-11-14,RING20,9,80,3529.83,392.2,2.27
2025-11-14,HOLIDAY10,8,70,5509.71,688.71,1.27
2025-11-14,NO_COUPON,7,90,1459.86,208.55,6.16
2025-11-15,NO_COUPON,15,130,6639.55,442.64,1.96
2025-11-15,RING20,15,150,7769.5,517.97,1.93
2025-11-15,HOLIDAY10,2,0,1279.92,639.96,0.0
2025-11-16,HOLIDAY10,20,170,10789.41,539.47,1.58
2025-11-16,RING20,17,220,9409.45,553.5,2.34
2025-11-16,NO_COUPON,10,90,5949.67,594.97,1.51
2025-11-17,HOLIDAY10,14,140,7619.55,544.25,1.84
2025-11-17,RING20,13,190,6619.59,509.2,2.87
2025-11-17,NO_COUPON,2,30,1039.91,519.96,2.88
2025-11-18,RING20,13,150,5439.61,418.43,2.76
2025-11-18,NO_COUPON,8,70,2779.81,347.48,2.52
2025-11-18,HOLIDAY10,5,40,2089.85,417.97,1.91
2025-11-19,NO_COUPON,21,210,11119.33,529.49,1.89
2025-11-19,RING20,9,120,5419.65,602.18,2.21
2025-11-19,HOLIDAY10,8,70,5129.73,641.22,1.36
2025-11-20,HOLIDAY10,12,90,5349.65,445.8,1.68
2025-11-20,RING20,7,60,3739.79,534.26,1.6
2025-11-20,NO_COUPON,6,50,3699.79,616.63,1.35
2025-11-21,RING20,10,130,5979.67,597.97,2.17
2025-11-21,HOLIDAY10,9,70,3849.76,427.75,1.82
2025-11-21,NO_COUPON,5,40,3709.82,741.96,1.08
2025-11-22,HOLIDAY10,13,110,7569.59,582.28,1.45
2025-11-22,RING20,10,70,5179.69,517.97,1.35
2025-11-22,NO_COUPON,5,50,3629.82,725.96,1.38
2025-11-23,NO_COUPON,11,130,4959.69,450.88,2.62
2025-11-23,HOLIDAY10,7,100,2989.82,427.12,3.34
2025-11-23,RING20,7,50,2969.81,424.26,1.68
2025-11-24,RING20,15,210,7899.48,526.63,2.66
2025-11-24,NO_COUPON,11,110,5739.64,521.79,1.92
2025-11-24,HOLIDAY10,7,50,4009.74,572.82,1.25
2025-11-25,HOLIDAY10,9,90,4779.67,531.07,1.88
2025-11-25,RING20,7,60,2899.84,414.26,2.07
2025-11-25,NO_COUPON,5,60,2479.86,495.97,2.42
2025-11-26,NO_COUPON,16,150,8989.48,561.84,1.67
2025-11-26,HOLIDAY10,12,130,5739.63,478.3,2.26
2025-11-26,RING20,9,110,4999.75,555.53,2.2
2025-11-27,HOLIDAY10,10,90,4579.67,457.97,1.97
2025-11-27,NO_COUPON,9,110,4719.73,524.41,2.33
2025-11-27,RING20,8,70,2279.83,284.98,3.07
2025-11-28,HOLIDAY10,16,140,8479.51,529.97,1.65
2025-11-28,RING20,10,120,5639.67,563.97,2.13
2025-11-28,NO_COUPON,3,20,1569.91,523.3,1.27
2025-11-29,RING20,15,210,7979.51,531.97,2.63
2025-11-29,NO_COUPON,10,140,5289.66,528.97,2.65
2025-11-29,HOLIDAY10,8,90,2939.84,367.48,3.06
2025-11-30,RING20,12,150,5559.64,463.3,2.7
2025-11-30,NO_COUPON,11,100,5579.68,507.24,1.79
2025-11-30,HOLIDAY10,6,30,2579.85,429.98,1.16
2025-12-01,NO_COUPON,10,110,5089.68,508.97,2.16
2025-12-01,RING20,10,120,6539.61,653.96,1.83
2025-12-01,HOLIDAY10,8,80,3609.78,451.22,2.22
2025-12-02,HOLIDAY10,11,90,4329.68,393.61,2.08
2025-12-02,NO_COUPON,9,80,4149.76,461.08,1.93
2025-12-02,RING20,7,100,3239.81,462.83,3.09
2025-12-03,NO_COUPON,13,140,7639.56,587.66,1.83
2025-12-03,RING20,12,130,5729.65,477.47,2.27
2025-12-03,HOLIDAY10,7,100,3039.83,434.26,3.29
2025-12-04,NO_COUPON,14,160,7179.61,512.83,2.23
2025-12-04,HOLIDAY10,9,100,3369.79,374.42,2.97
2025-12-04,RING20,6,70,2899.81,483.3,2.41
2025-12-05,NO_COUPON,12,120,5789.69,482.47,2.07
2025-12-05,RING20,12,80,5359.71,446.64,1.49
2025-12-05,HOLIDAY10,5,60,2829.84,565.97,2.12
2025-12-06,RING20,13,120,5789.64,445.36,2.07
2025-12-06,NO_COUPON,11,100,4799.69,436.34,2.08
2025-12-06,HOLIDAY10,9,80,5819.63,646.63,1.37
2025-12-07,RING20,12,100,6309.61,525.8,1.58
2025-12-07,NO_COUPON,10,80,5269.68,526.97,1.52
2025-12-07,HOLIDAY10,9,120,4919.74,546.64,2.44
2025-12-08,HOLIDAY10,11,110,5539.68,503.61,1.99
2025-12-08,NO_COUPON,6,90,2619.85,436.64,3.44
2025-12-08,RING20,6,60,2889.83,481.64,2.08
2025-12-09,NO_COUPON,15,160,6829.55,455.3,2.34
2025-12-09,RING20,10,90,4409.73,440.97,2.04
2025-12-09,HOLIDAY10,8,110,4129.75,516.22,2.66
2025-12-10,RING20,12,110,5839.6,486.63,1.88
2025-12-10,NO_COUPON,5,40,1869.86,373.97,2.14
2025-12-10,HOLIDAY10,4,40,1839.89,459.97,2.17
2025-12-11,HOLIDAY10,8,100,3679.75,459.97,2.72
2025-12-11,NO_COUPON,7,40,4249.73,607.1,0.94
2025-12-11,RING20,7,70,4019.75,574.25,1.74
2025-12-12,NO_COUPON,12,130,7519.61,626.63,1.73
2025-12-12,RING20,9,100,3649.78,405.53,2.74
2025-12-12,HOLIDAY10,8,130,3599.77,449.97,3.61
2025-12-13,RING20,14,160,8969.49,640.68,1.78
2025-12-13,NO_COUPON,10,70,4639.71,463.97,1.51
2025-12-13,HOLIDAY10,6,40,3469.84,578.31,1.15
2025-12-14,RING20,14,170,4869.71,347.84,3.49
2025-12-14,HOLIDAY10,12,160,5429.68,452.47,2.95
2025-12-14,NO_COUPON,11,130,6369.6,579.05,2.04
2025-12-15,HOLIDAY10,12,150,6109.68,509.14,2.46
2025-12-15,NO_COUPON,10,80,5619.68,561.97,1.42
2025-12-15,RING20,10,80,4539.69,453.97,1.76
2025-12-16,HOLIDAY10,14,130,6549.62,467.83,1.98
2025-12-16,NO_COUPON,10,60,6039.63,603.96,0.99
2025-12-16,RING20,9,80,4059.75,451.08,1.97
2025-12-17,NO_COUPON,14,190,6969.59,497.83,2.73
2025-12-17,RING20,12,120,4799.64,399.97,2.5
2025-12-17,HOLIDAY10,9,60,4829.71,536.63,1.24
2025-12-18,HOLIDAY10,17,130,6479.57,381.15,2.01
2025-12-18,NO_COUPON,16,130,7209.58,450.6,1.8
2025-12-18,RING20,12,100,5939.66,494.97,1.68
2025-12-19,NO_COUPON,15,180,7969.55,531.3,2.26
2025-12-19,HOLIDAY10,12,110,7129.62,594.14,1.54
2025-12-19,RING20,11,90,4169.7,379.06,2.16
2025-12-20,HOLIDAY10,17,210,9109.43,535.85,2.31
2025-12-20,NO_COUPON,8,80,4049.77,506.22,1.98
2025-12-20,RING20,8,60,4099.7,512.46,1.46
2025-12-21,NO_COUPON,10,130,5499.7,549.97,2.36
2025-12-21,RING20,10,160,3609.75,360.98,4.43
2025-12-21,HOLIDAY10,9,90,3519.74,391.08,2.56
2025-12-22,RING20,15,150,6989.61,465.97,2.15
2025-12-22,NO_COUPON,12,110,6959.59,579.97,1.58
2025-12-22,HOLIDAY10,10,50,4779.7,477.97,1.05
2025-12-23,HOLIDAY10,13,140,4819.68,370.74,2.9
2025-12-23,NO_COUPON,10,120,5219.71,521.97,2.3
2025-12-23,RING20,7,50,4329.73,618.53,1.15
2025-12-24,RING20,12,130,5229.72,435.81,2.49
2025-12-24,HOLIDAY10,10,100,5419.72,541.97,1.85
2025-12-24,NO_COUPON,6,20,2939.79,489.96,0.68
2025-12-25,NO_COUPON,10,90,4619.72,461.97,1.95
2025-12-25,RING20,10,60,4819.7,481.97,1.24
2025-12-25,HOLIDAY10,9,40,2669.81,296.65,1.5
2025-12-26,NO_COUPON,15,170,7979.56,531.97,2.13
2025-12-26,RING20,14,130,5859.61,418.54,2.22
2025-12-26,HOLIDAY10,10,90,4429.72,442.97,2.03
2025-12-27,RING20,11,100,5609.65,509.97,1.78
2025-12-27,HOLIDAY10,8,90,2419.85,302.48,3.72
2025-12-27,NO_COUPON,6,30,2239.85,373.31,1.34
2025-12-28,NO_COUPON,14,120,5489.64,392.12,2.19
2025-12-28,HOLIDAY10,8,110,3199.78,399.97,3.44
2025-12-28,RING20,7,60,4009.77,572.82,1.5
2025-12-29,HOLIDAY10,11,110,5299.67,481.79,2.08
2025-12-29,NO_COUPON,10,80,4459.74,445.97,1.79
2025-12-29,RING20,9,90,4679.71,519.97,1.92
2025-12-30,RING20,12,50,7419.56,618.3,0.67
2025-12-30,HOLIDAY10,10,120,5219.74,521.97,2.3
2025-12-30,NO_COUPON,5,70,3469.76,693.95,2.02
2025-12-31,RING20,14,160,6969.62,497.83,2.3
2025-12-31,NO_COUPON,13,130,5779.61,444.59,2.25
2025-12-31,HOLIDAY10,11,160,4649.66,422.7,3.44
