date,path,pageviews,unique_users,sessions_with_page,avg_scroll_depth,total_clicks
2025-04-24,/products/video-doorbell-pro-2,103,103,103,63.46,49
2025-04-24,/products/ring-alarm-8-piece,97,97,97,60.16,38
2025-04-24,/products/stick-up-cam-battery,80,79,80,70.41,25
2025-04-25,/checkout/thankyou,143,107,107,60.94,104
2025-04-25,/category/security-cameras,141,105,105,63.49,90
2025-04-25,/checkout/payment,128,101,101,61.71,85
2025-04-25,/cart,127,94,94,60.74,96
2025-04-25,/products/ring-alarm-8-piece,105,105,105,63.04,46
2025-04-25,/products/stick-up-cam-battery,103,103,103,58.2,47
2025-04-25,/products/video-doorbell-pro-2,100,100,100,60.07,41
2025-04-25,/products/indoor-cam-(2nd-gen),92,92,92,53.57,36
2025-04-26,/cart,154,105,105,60.62,107
2025-04-26,/checkout/thankyou,149,104,104,66.67,108
2025-04-26,/checkout/payment,140,110,110,62.16,99
2025-04-26,/category/security-cameras,139,101,101,60.42,86
2025-04-26,/products/ring-alarm-8-piece,103,103,103,63.49,43
2025-04-26,/products/video-doorbell-pro-2,102,102,102,63.57,45
2025-04-26,/products/indoor-cam-(2nd-gen),100,100,100,64.24,43
2025-04-26,/products/stick-up-cam-battery,95,95,95,67.5,44
2025-04-27,/checkout/thankyou,148,106,106,61.09,100
2025-04-27,/category/security-cameras,142,92,92,60.74,111
2025-04-27,/cart,129,101,101,61.5,84
2025-04-27,/checkout/payment,127,95,95,64.51,91
2025-04-27,/products/video-doorbell-pro-2,111,111,111,62.85,42
2025-04-27,/products/indoor-cam-(2nd-gen),109,109,109,59.33,44
2025-04-27,/products/stick-up-cam-battery,94,94,94,67.44,38
2025-04-27,/products/ring-alarm-8-piece,86,86,86,63.16,33
2025-04-28,/checkout/thankyou,138,105,105,64.29,100
2025-04-28,/category/security-cameras,134,96,96,62.96,108
2025-04-28,/cart,132,95,95,63.44,95
2025-04-28,/checkout/payment,121,97,97,64.23,85
2025-04-28,/products/video-doorbell-pro-2,106,106,106,63.85,49
2025-04-28,/products/ring-alarm-8-piece,103,103,103,59.88,36
2025-04-28,/products/stick-up-cam-battery,99,99,99,60.71,40
2025-04-28,/products/indoor-cam-(2nd-gen),92,92,92,56.08,30
2025-04-29,/cart,173,120,120,64.09,122
2025-04-29,/checkout/thankyou,161,112,112,63.97,117
2025-04-29,/category/security-cameras,159,113,113,62.96,113
2025-04-29,/checkout/payment,157,111,111,62.42,102
2025-04-29,/products/indoor-cam-(2nd-gen),109,109,109,63.26,53
2025-04-29,/products/ring-alarm-8-piece,103,103,103,67.45,37
2025-04-29,/products/stick-up-cam-battery,102,102,102,64.91,43
2025-04-29,/products/video-doorbell-pro-2,86,86,86,59.76,33
2025-04-30,/checkout/payment,143,106,106,66.15,109
2025-04-30,/checkout/thankyou,140,103,103,64.77,97
2025-04-30,/category/security-cameras,132,97,97,63.4,92
2025-04-30,/cart,129,94,94,67.14,91
2025-04-30,/products/video-doorbell-pro-2,107,107,107,60.06,48
2025-04-30,/products/stick-up-cam-battery,103,103,103,58.65,37
2025-04-30,/products/ring-alarm-8-piece,102,102,102,62.14,39
2025-04-30,/products/indoor-cam-(2nd-gen),88,88,88,63.0,28
2025-05-01,/category/security-cameras,154,114,114,60.12,108
2025-05-01,/checkout/payment,139,102,102,63.98,93
2025-05-01,/checkout/thankyou,139,100,100,62.5,107
2025-05-01,/cart,106,84,84,62.18,74
2025-05-01,/products/video-doorbell-pro-2,104,104,104,65.0,28
2025-05-01,/products/ring-alarm-8-piece,102,102,102,66.07,43
2025-05-01,/products/stick-up-cam-battery,102,102,102,57.42,46
2025-05-01,/products/indoor-cam-(2nd-gen),92,92,92,58.02,35
2025-05-02,/cart,183,128,128,62.5,137
2025-05-02,/category/security-cameras,158,113,113,61.66,112
2025-05-02,/checkout/payment,152,106,106,65.54,97
2025-05-02,/checkout/thankyou,142,110,110,61.09,113
2025-05-02,/products/ring-alarm-8-piece,111,111,111,62.3,46
2025-05-02,/products/indoor-cam-(2nd-gen),105,105,105,63.18,46
2025-05-02,/products/video-doorbell-pro-2,95,95,95,60.08,39
2025-05-02,/products/stick-up-cam-battery,89,89,89,62.32,37
2025-05-03,/cart,156,106,106,61.02,115
2025-05-03,/checkout/thankyou,138,101,101,63.2,100
2025-05-03,/category/security-cameras,136,100,100,61.63,102
2025-05-03,/checkout/payment,129,96,96,63.09,88
2025-05-03,/products/indoor-cam-(2nd-gen),112,111,112,64.55,42
2025-05-03,/products/video-doorbell-pro-2,100,100,100,62.5,33
2025-05-03,/products/stick-up-cam-battery,96,96,96,64.5,36
2025-05-03,/products/ring-alarm-8-piece,92,92,92,62.29,34
2025-05-04,/checkout/payment,160,110,110,64.35,115
2025-05-04,/category/security-cameras,147,105,105,62.15,104
2025-05-04,/checkout/thankyou,143,94,94,62.32,99
2025-05-04,/cart,133,97,97,65.86,91
2025-05-04,/products/ring-alarm-8-piece,110,110,110,64.75,37
2025-05-04,/products/stick-up-cam-battery,103,103,103,67.79,38
2025-05-04,/products/video-doorbell-pro-2,95,95,95,61.57,31
2025-05-04,/products/indoor-cam-(2nd-gen),92,92,92,65.5,36
2025-05-05,/checkout/payment,146,103,103,63.42,105
2025-05-05,/cart,142,106,106,60.28,98
2025-05-05,/category/security-cameras,134,97,97,65.27,96
2025-05-05,/checkout/thankyou,129,93,93,63.62,93
2025-05-05,/products/indoor-cam-(2nd-gen),114,114,114,58.82,42
2025-05-05,/products/ring-alarm-8-piece,104,104,104,64.9,39
2025-05-05,/products/video-doorbell-pro-2,94,94,94,62.5,35
2025-05-05,/products/stick-up-cam-battery,88,88,88,62.29,47
2025-05-06,/checkout/payment,172,113,113,63.26,111
2025-05-06,/cart,146,105,105,64.93,114
2025-05-06,/checkout/thankyou,132,94,94,59.04,88
2025-05-06,/category/security-cameras,128,99,99,64.75,84
2025-05-06,/products/stick-up-cam-battery,107,107,107,59.91,44
2025-05-06,/products/video-doorbell-pro-2,103,103,103,63.54,39
2025-05-06,/products/indoor-cam-(2nd-gen),96,96,96,56.56,35
2025-05-06,/products/ring-alarm-8-piece,94,94,94,61.4,38
2025-05-07,/checkout/thankyou,172,113,113,62.96,107
2025-05-07,/category/security-cameras,165,117,117,63.62,115
2025-05-07,/checkout/payment,161,114,114,60.99,108
2025-05-07,/cart,138,102,102,62.03,95
2025-05-07,/products/ring-alarm-8-piece,112,112,112,57.46,46
2025-05-07,/products/video-doorbell-pro-2,104,104,104,63.43,37
2025-05-07,/products/stick-up-cam-battery,94,94,94,66.67,39
2025-05-07,/products/indoor-cam-(2nd-gen),90,90,90,64.91,32
2025-05-08,/checkout/payment,141,100,100,62.78,107
2025-05-08,/checkout/thankyou,140,98,98,61.15,89
2025-05-08,/category/security-cameras,139,100,100,64.57,99
2025-05-08,/cart,132,99,99,62.5,89
2025-05-08,/products/ring-alarm-8-piece,117,117,117,56.16,51
2025-05-08,/products/video-doorbell-pro-2,104,104,104,61.11,41
2025-05-08,/products/stick-up-cam-battery,94,94,94,65.43,30
2025-05-08,/products/indoor-cam-(2nd-gen),85,85,85,59.69,33
2025-05-09,/checkout/payment,140,105,105,62.04,91
2025-05-09,/checkout/thankyou,139,106,106,61.23,101
2025-05-09,/cart,126,89,89,61.4,96
2025-05-09,/category/security-cameras,126,92,92,60.74,83
2025-05-09,/products/video-doorbell-pro-2,114,114,114,61.63,50
2025-05-09,/products/ring-alarm-8-piece,106,106,106,66.98,34
2025-05-09,/products/indoor-cam-(2nd-gen),93,93,93,63.68,36
2025-05-09,/products/stick-up-cam-battery,87,87,87,63.78,28
2025-05-10,/cart,166,111,111,62.89,119
2025-05-10,/category/security-cameras,152,112,112,61.75,104
2025-05-10,/checkout/payment,133,105,105,63.91,93
2025-05-10,/checkout/thankyou,129,94,95,63.59,91
2025-05-10,/products/indoor-cam-(2nd-gen),114,114,114,62.84,45
2025-05-10,/products/stick-up-cam-battery,98,98,98,61.16,33
2025-05-10,/products/video-doorbell-pro-2,96,95,96,62.29,43
2025-05-10,/products/ring-alarm-8-piece,92,91,92,63.89,38
2025-05-11,/category/security-cameras,138,98,98,61.59,104
2025-05-11,/checkout/payment,127,97,97,63.62,86
2025-05-11,/checkout/thankyou,126,98,98,62.5,83
2025-05-11,/cart,124,95,95,62.41,88
2025-05-11,/products/video-doorbell-pro-2,123,123,123,63.94,44
2025-05-11,/products/stick-up-cam-battery,102,102,102,64.36,43
2025-05-11,/products/ring-alarm-8-piece,94,94,94,61.73,38
2025-05-11,/products/indoor-cam-(2nd-gen),81,81,81,55.5,29
2025-05-12,/checkout/thankyou,138,100,100,61.75,95
2025-05-12,/category/security-cameras,134,93,93,61.67,85
2025-05-12,/cart,127,91,91,59.91,94
2025-05-12,/checkout/payment,117,91,91,64.44,86
2025-05-12,/products/video-doorbell-pro-2,110,110,110,59.84,40
2025-05-12,/products/ring-alarm-8-piece,99,99,99,67.27,35
2025-05-12,/products/stick-up-cam-battery,96,96,96,60.0,43
2025-05-12,/products/indoor-cam-(2nd-gen),95,95,95,58.33,33
2025-05-13,/cart,149,111,111,62.1,104
2025-05-13,/checkout/thankyou,139,102,102,61.13,105
2025-05-13,/checkout/payment,137,97,97,61.05,89
2025-05-13,/category/security-cameras,120,91,91,65.27,84
2025-05-13,/products/indoor-cam-(2nd-gen),111,111,111,61.84,39
2025-05-13,/products/video-doorbell-pro-2,106,106,106,61.02,38
2025-05-13,/products/ring-alarm-8-piece,94,94,94,64.9,36
2025-05-13,/products/stick-up-cam-battery,89,89,89,64.42,35
2025-05-14,/checkout/payment,158,114,114,62.18,117
2025-05-14,/category/security-cameras,148,112,112,62.82,109
2025-05-14,/cart,144,106,106,67.71,101
2025-05-14,/checkout/thankyou,141,108,108,61.33,103
2025-05-14,/products/video-doorbell-pro-2,109,109,109,59.56,50
2025-05-14,/products/indoor-cam-(2nd-gen),98,98,98,56.88,41
2025-05-14,/products/ring-alarm-8-piece,97,97,97,55.91,47
2025-05-14,/products/stick-up-cam-battery,96,96,96,58.9,39
2025-05-15,/category/security-cameras,137,104,104,63.85,100
2025-05-15,/cart,136,104,104,62.07,101
2025-05-15,/checkout/thankyou,127,96,96,64.58,89
2025-05-15,/checkout/payment,123,94,94,64.32,83
2025-05-15,/products/stick-up-cam-battery,107,107,107,65.09,42
2025-05-15,/products/video-doorbell-pro-2,104,104,104,66.25,46
2025-05-15,/products/indoor-cam-(2nd-gen),98,98,98,62.5,33
2025-05-15,/products/ring-alarm-8-piece,91,91,91,62.04,36
2025-05-16,/category/security-cameras,152,113,113,59.44,113
2025-05-16,/checkout/thankyou,142,103,103,62.86,99
2025-05-16,/checkout/payment,128,93,93,63.0,90
2025-05-16,/cart,114,84,84,66.25,77
2025-05-16,/products/indoor-cam-(2nd-gen),113,113,113,63.59,42
2025-05-16,/products/video-doorbell-pro-2,98,98,98,63.51,45
2025-05-16,/products/ring-alarm-8-piece,96,96,96,65.18,33
2025-05-16,/products/stick-up-cam-battery,93,93,93,59.18,38
2025-05-17,/category/security-cameras,155,119,119,61.09,108
2025-05-17,/checkout/thankyou,148,106,106,62.76,114
2025-05-17,/cart,137,101,101,61.64,98
2025-05-17,/checkout/payment,126,94,94,63.82,93
2025-05-17,/products/indoor-cam-(2nd-gen),104,104,104,62.73,37
2025-05-17,/products/stick-up-cam-battery,104,104,104,64.04,43
2025-05-17,/products/ring-alarm-8-piece,97,96,97,61.97,37
2025-05-17,/products/video-doorbell-pro-2,94,94,94,62.12,44
2025-05-18,/category/security-cameras,147,105,105,68.96,99
2025-05-18,/cart,145,111,111,61.43,105
2025-05-18,/checkout/thankyou,144,99,99,63.21,103
2025-05-18,/checkout/payment,122,94,94,63.53,83
2025-05-18,/products/video-doorbell-pro-2,118,118,118,64.34,49
2025-05-18,/products/indoor-cam-(2nd-gen),98,98,98,60.71,39
2025-05-18,/products/ring-alarm-8-piece,93,93,93,59.0,39
2025-05-18,/products/stick-up-cam-battery,92,92,92,67.78,32
2025-05-19,/checkout/payment,163,116,116,60.67,111
2025-05-19,/checkout/thankyou,135,97,97,59.0,92
2025-05-19,/cart,134,96,96,61.89,88
2025-05-19,/category/security-cameras,125,97,97,62.6,89
2025-05-19,/products/ring-alarm-8-piece,111,111,111,68.12,50
2025-05-19,/products/stick-up-cam-battery,100,100,100,64.62,39
2025-05-19,/products/indoor-cam-(2nd-gen),96,96,96,65.31,33
2025-05-19,/products/video-doorbell-pro-2,93,93,93,66.0,43
2025-05-20,/cart,158,123,123,64.24,115
2025-05-20,/checkout/thankyou,151,110,110,62.91,103
2025-05-20,/category/security-cameras,141,110,110,60.66,107
2025-05-20,/checkout/payment,135,99,99,63.42,93
2025-05-20,/products/ring-alarm-8-piece,118,118,118,61.79,47
2025-05-20,/products/video-doorbell-pro-2,101,101,101,62.2,42
2025-05-20,/products/indoor-cam-(2nd-gen),93,93,93,62.77,38
2025-05-20,/products/stick-up-cam-battery,88,88,88,51.5,39
2025-05-21,/checkout/payment,130,92,92,61.15,89
2025-05-21,/category/security-cameras,117,94,94,63.76,85
2025-05-21,/cart,114,93,93,65.35,77
2025-05-21,/products/indoor-cam-(2nd-gen),111,111,111,61.54,45
2025-05-21,/checkout/thankyou,105,82,82,55.83,75
2025-05-21,/products/stick-up-cam-battery,104,104,104,59.9,35
2025-05-21,/products/video-doorbell-pro-2,94,94,94,62.5,32
2025-05-21,/products/ring-alarm-8-piece,91,91,91,66.52,42
2025-05-22,/checkout/thankyou,147,110,110,59.55,108
2025-05-22,/cart,142,100,101,64.24,104
2025-05-22,/category/security-cameras,130,100,101,63.93,89
2025-05-22,/checkout/payment,129,100,100,62.08,90
2025-05-22,/products/ring-alarm-8-piece,104,104,104,60.5,40
2025-05-22,/products/video-doorbell-pro-2,104,104,104,68.4,42
2025-05-22,/products/indoor-cam-(2nd-gen),98,98,98,64.2,40
2025-05-22,/products/stick-up-cam-battery,94,94,94,62.29,43
2025-05-23,/cart,142,109,109,61.18,103
2025-05-23,/checkout/payment,139,104,104,63.22,100
2025-05-23,/category/security-cameras,137,104,104,61.11,101
2025-05-23,/checkout/thankyou,132,99,99,62.76,94
2025-05-23,/products/ring-alarm-8-piece,103,103,103,60.23,49
2025-05-23,/products/video-doorbell-pro-2,101,101,101,67.67,37
2025-05-23,/products/indoor-cam-(2nd-gen),98,98,98,63.33,35
2025-05-23,/products/stick-up-cam-battery,98,98,98,61.54,39
2025-05-24,/cart,130,93,93,57.61,97
2025-05-24,/category/security-cameras,125,101,101,63.62,89
2025-05-24,/checkout/payment,122,88,88,64.26,89
2025-05-24,/checkout/thankyou,122,87,87,63.12,95
2025-05-24,/products/stick-up-cam-battery,107,107,107,65.0,33
2025-05-24,/products/indoor-cam-(2nd-gen),104,104,104,60.59,42
2025-05-24,/products/video-doorbell-pro-2,104,104,104,62.92,43
2025-05-24,/products/ring-alarm-8-piece,85,85,85,57.61,26
2025-05-25,/category/security-cameras,145,114,114,60.89,109
2025-05-25,/checkout/thankyou,135,99,99,63.05,94
2025-05-25,/checkout/payment,124,89,89,63.53,103
2025-05-25,/cart,118,90,90,59.6,84
2025-05-25,/products/ring-alarm-8-piece,111,111,111,64.52,54
2025-05-25,/products/video-doorbell-pro-2,104,104,104,61.22,39
2025-05-25,/products/indoor-cam-(2nd-gen),102,102,102,59.57,34
2025-05-25,/products/stick-up-cam-battery,83,82,83,59.82,36
2025-05-26,/category/security-cameras,161,111,111,62.73,115
2025-05-26,/checkout/payment,158,112,112,61.34,107
2025-05-26,/cart,143,105,105,60.47,96
2025-05-26,/checkout/thankyou,134,100,100,59.59,91
2025-05-26,/products/ring-alarm-8-piece,107,106,107,65.58,48
2025-05-26,/products/stick-up-cam-battery,105,105,105,63.6,53
2025-05-26,/products/indoor-cam-(2nd-gen),98,98,98,57.69,37
2025-05-26,/products/video-doorbell-pro-2,90,90,90,56.82,32
2025-05-27,/cart,143,104,104,63.46,96
2025-05-27,/category/security-cameras,142,99,99,61.75,105
2025-05-27,/checkout/thankyou,132,96,96,59.38,86
2025-05-27,/checkout/payment,131,110,110,62.84,81
2025-05-27,/products/video-doorbell-pro-2,110,110,110,65.15,46
2025-05-27,/products/ring-alarm-8-piece,99,99,99,55.19,38
2025-05-27,/products/indoor-cam-(2nd-gen),97,97,97,60.1,28
2025-05-27,/products/stick-up-cam-battery,94,94,94,62.05,48
2025-05-28,/category/security-cameras,163,118,118,64.67,119
2025-05-28,/checkout/payment,151,114,114,59.91,101
2025-05-28,/cart,145,96,96,59.6,106
2025-05-28,/checkout/thankyou,139,96,96,65.14,104
2025-05-28,/products/indoor-cam-(2nd-gen),106,106,106,67.24,38
2025-05-28,/products/ring-alarm-8-piece,102,102,102,61.89,34
2025-05-28,/products/stick-up-cam-battery,96,96,96,57.39,33
2025-05-28,/products/video-doorbell-pro-2,96,96,96,63.78,37
2025-05-29,/category/security-cameras,153,106,106,59.72,100
2025-05-29,/checkout/payment,149,112,112,62.42,104
2025-05-29,/cart,139,103,103,60.81,106
2025-05-29,/checkout/thankyou,139,101,101,60.69,87
2025-05-29,/products/stick-up-cam-battery,109,109,109,58.01,46
2025-05-29,/products/video-doorbell-pro-2,102,102,102,64.11,39
2025-05-29,/products/indoor-cam-(2nd-gen),100,100,100,64.81,33
2025-05-29,/products/ring-alarm-8-piece,89,89,89,63.33,33
2025-05-30,/category/security-cameras,179,129,129,66.07,122
2025-05-30,/checkout/payment,138,111,111,61.55,99
2025-05-30,/checkout/thankyou,136,95,95,64.36,93
2025-05-30,/cart,129,98,98,63.2,93
2025-05-30,/products/stick-up-cam-battery,105,105,105,65.62,53
2025-05-30,/products/video-doorbell-pro-2,105,105,105,67.21,43
2025-05-30,/products/indoor-cam-(2nd-gen),96,95,96,59.55,33
2025-05-30,/products/ring-alarm-8-piece,94,94,94,65.0,37
2025-05-31,/category/security-cameras,165,111,111,62.5,107
2025-05-31,/cart,157,114,114,60.37,111
2025-05-31,/checkout/thankyou,149,102,102,61.91,103
2025-05-31,/checkout/payment,141,102,102,62.5,93
2025-05-31,/products/video-doorbell-pro-2,108,108,108,65.23,50
2025-05-31,/products/stick-up-cam-battery,106,106,106,58.06,40
2025-05-31,/products/ring-alarm-8-piece,94,94,94,63.94,35
2025-05-31,/products/indoor-cam-(2nd-gen),92,92,92,61.36,38
2025-06-01,/checkout/thankyou,161,118,118,61.28,106
2025-06-01,/cart,156,107,107,58.73,110
2025-06-01,/checkout/payment,146,103,103,65.03,104
2025-06-01,/category/security-cameras,139,105,105,56.33,99
2025-06-01,/products/stick-up-cam-battery,109,109,109,61.84,44
2025-06-01,/products/ring-alarm-8-piece,108,108,108,63.93,37
2025-06-01,/products/indoor-cam-(2nd-gen),98,98,98,60.14,39
2025-06-01,/products/video-doorbell-pro-2,84,84,84,61.36,37
2025-06-02,/checkout/thankyou,152,115,115,60.28,95
2025-06-02,/category/security-cameras,146,102,102,63.16,100
2025-06-02,/checkout/payment,129,95,95,62.83,86
2025-06-02,/cart,124,86,86,59.78,88
2025-06-02,/products/video-doorbell-pro-2,110,110,110,64.06,42
2025-06-02,/products/indoor-cam-(2nd-gen),98,98,98,63.02,27
2025-06-02,/products/ring-alarm-8-piece,97,97,97,58.87,40
2025-06-02,/products/stick-up-cam-battery,96,96,96,55.73,39
2025-06-03,/checkout/thankyou,152,108,108,61.99,112
2025-06-03,/category/security-cameras,138,104,104,62.31,95
2025-06-03,/cart,137,85,85,64.89,99
2025-06-03,/checkout/payment,136,100,100,64.82,99
2025-06-03,/products/stick-up-cam-battery,113,113,113,64.45,53
2025-06-03,/products/ring-alarm-8-piece,102,102,102,58.96,30
2025-06-03,/products/indoor-cam-(2nd-gen),93,93,93,63.46,29
2025-06-03,/products/video-doorbell-pro-2,92,92,92,60.42,32
2025-06-04,/checkout/payment,143,104,104,60.45,100
2025-06-04,/checkout/thankyou,126,96,96,63.17,95
2025-06-04,/cart,113,91,91,67.22,82
2025-06-04,/category/security-cameras,112,87,87,63.25,73
2025-06-04,/products/stick-up-cam-battery,107,107,107,57.65,41
2025-06-04,/products/indoor-cam-(2nd-gen),101,101,101,67.67,41
2025-06-04,/products/video-doorbell-pro-2,99,99,99,59.06,39
2025-06-04,/products/ring-alarm-8-piece,93,93,93,59.57,36
2025-06-05,/checkout/payment,153,102,102,61.61,107
2025-06-05,/checkout/thankyou,152,111,111,61.83,110
2025-06-05,/category/security-cameras,141,104,104,65.13,99
2025-06-05,/cart,117,94,94,63.33,86
2025-06-05,/products/ring-alarm-8-piece,109,109,109,63.77,51
2025-06-05,/products/indoor-cam-(2nd-gen),106,106,106,72.54,42
2025-06-05,/products/stick-up-cam-battery,106,106,106,64.34,40
2025-06-05,/products/video-doorbell-pro-2,79,79,79,65.0,22
2025-06-06,/checkout/thankyou,163,116,116,61.95,117
2025-06-06,/category/security-cameras,155,111,111,60.28,107
2025-06-06,/cart,153,109,109,62.72,113
2025-06-06,/checkout/payment,151,103,103,62.32,107
2025-06-06,/products/video-doorbell-pro-2,110,110,110,61.01,50
2025-06-06,/products/ring-alarm-8-piece,104,104,104,54.63,49
2025-06-06,/products/stick-up-cam-battery,97,97,97,63.84,37
2025-06-06,/products/indoor-cam-(2nd-gen),89,89,89,62.5,27
2025-06-07,/category/security-cameras,164,117,117,65.87,111
2025-06-07,/checkout/payment,139,108,108,61.21,98
2025-06-07,/cart,138,103,103,61.38,98
2025-06-07,/checkout/thankyou,138,101,101,65.29,101
2025-06-07,/products/ring-alarm-8-piece,105,105,105,60.33,48
2025-06-07,/products/indoor-cam-(2nd-gen),102,102,102,59.38,41
2025-06-07,/products/video-doorbell-pro-2,100,100,100,60.19,39
2025-06-07,/products/stick-up-cam-battery,93,93,93,60.25,35
2025-06-08,/checkout/payment,145,105,105,62.1,112
2025-06-08,/cart,144,106,106,65.88,98
2025-06-08,/category/security-cameras,135,98,98,62.96,90
2025-06-08,/checkout/thankyou,133,99,99,63.09,95
2025-06-08,/products/ring-alarm-8-piece,103,103,103,55.56,42
2025-06-08,/products/video-doorbell-pro-2,102,102,102,64.08,46
2025-06-08,/products/indoor-cam-(2nd-gen),99,99,99,63.67,45
2025-06-08,/products/stick-up-cam-battery,96,96,96,64.89,34
2025-06-09,/category/security-cameras,148,108,108,65.07,111
2025-06-09,/checkout/thankyou,139,98,98,62.5,95
2025-06-09,/cart,131,100,100,63.84,95
2025-06-09,/checkout/payment,131,91,91,63.6,81
2025-06-09,/products/ring-alarm-8-piece,119,119,119,60.87,52
2025-06-09,/products/video-doorbell-pro-2,114,114,114,58.33,39
2025-06-09,/products/stick-up-cam-battery,93,93,93,70.27,30
2025-06-09,/products/indoor-cam-(2nd-gen),73,73,73,63.89,32
2025-06-10,/checkout/thankyou,146,105,105,62.6,95
2025-06-10,/cart,141,111,111,61.66,105
2025-06-10,/category/security-cameras,136,107,107,65.62,101
2025-06-10,/checkout/payment,132,97,97,61.05,92
2025-06-10,/products/stick-up-cam-battery,113,113,113,63.04,52
2025-06-10,/products/video-doorbell-pro-2,106,106,106,59.43,44
2025-06-10,/products/ring-alarm-8-piece,95,95,95,66.52,38
2025-06-10,/products/indoor-cam-(2nd-gen),87,87,87,56.67,34
2025-06-11,/checkout/payment,165,111,111,59.7,117
2025-06-11,/cart,148,113,113,59.26,112
2025-06-11,/category/security-cameras,139,99,99,61.67,104
2025-06-11,/checkout/thankyou,136,105,106,61.99,91
2025-06-11,/products/indoor-cam-(2nd-gen),105,104,105,61.84,47
2025-06-11,/products/stick-up-cam-battery,101,101,101,59.21,41
2025-06-11,/products/video-doorbell-pro-2,97,97,97,60.34,43
2025-06-11,/products/ring-alarm-8-piece,96,96,96,61.11,34
2025-06-12,/checkout/payment,150,108,108,63.04,102
2025-06-12,/cart,147,107,107,62.23,106
2025-06-12,/category/security-cameras,144,97,97,62.09,100
2025-06-12,/checkout/thankyou,138,95,95,60.04,109
2025-06-12,/products/video-doorbell-pro-2,112,112,112,62.5,47
2025-06-12,/products/indoor-cam-(2nd-gen),97,97,97,69.32,41
2025-06-12,/products/ring-alarm-8-piece,97,97,97,61.76,31
2025-06-12,/products/stick-up-cam-battery,95,95,95,56.88,28
2025-06-13,/checkout/payment,165,119,119,62.19,108
2025-06-13,/category/security-cameras,153,112,112,60.07,113
2025-06-13,/cart,127,102,102,62.4,86
2025-06-13,/checkout/thankyou,125,95,95,59.59,87
2025-06-13,/products/video-doorbell-pro-2,110,110,110,62.5,53
2025-06-13,/products/indoor-cam-(2nd-gen),105,105,105,60.78,39
2025-06-13,/products/ring-alarm-8-piece,98,98,98,71.43,31
2025-06-13,/products/stick-up-cam-battery,87,87,87,58.11,37
2025-06-14,/checkout/payment,166,115,115,62.77,120
2025-06-14,/cart,152,108,108,62.81,103
2025-06-14,/category/security-cameras,145,106,107,61.01,108
2025-06-14,/checkout/thankyou,137,105,105,60.48,99
2025-06-14,/products/ring-alarm-8-piece,114,114,114,61.07,47
2025-06-14,/products/indoor-cam-(2nd-gen),104,104,104,60.33,45
2025-06-14,/products/video-doorbell-pro-2,98,98,98,62.7,33
2025-06-14,/products/stick-up-cam-battery,84,84,84,63.1,41
2025-06-15,/category/security-cameras,157,106,106,63.4,117
2025-06-15,/cart,152,109,109,60.84,118
2025-06-15,/checkout/thankyou,147,107,107,63.74,109
2025-06-15,/checkout/payment,140,108,108,62.32,82
2025-06-15,/products/indoor-cam-(2nd-gen),116,116,116,60.62,52
2025-06-15,/products/stick-up-cam-battery,99,99,99,61.7,38
2025-06-15,/products/video-doorbell-pro-2,96,96,96,66.36,48
2025-06-15,/products/ring-alarm-8-piece,89,89,89,59.9,28
2025-06-16,/cart,132,105,105,61.86,98
2025-06-16,/checkout/thankyou,132,96,96,60.4,103
2025-06-16,/category/security-cameras,130,95,95,65.91,93
2025-06-16,/checkout/payment,122,96,96,59.13,80
2025-06-16,/products/ring-alarm-8-piece,114,113,114,58.54,54
2025-06-16,/products/video-doorbell-pro-2,97,97,97,58.96,45
2025-06-16,/products/indoor-cam-(2nd-gen),95,95,95,59.57,43
2025-06-16,/products/stick-up-cam-battery,94,94,94,59.09,36
2025-06-17,/cart,150,112,112,61.9,98
2025-06-17,/checkout/thankyou,147,98,98,64.04,98
2025-06-17,/category/security-cameras,146,102,102,65.2,99
2025-06-17,/checkout/payment,134,109,109,65.58,98
2025-06-17,/products/video-doorbell-pro-2,112,112,112,63.7,48
2025-06-17,/products/stick-up-cam-battery,102,102,102,65.1,37
2025-06-17,/products/indoor-cam-(2nd-gen),96,96,96,64.5,30
2025-06-17,/products/ring-alarm-8-piece,89,89,89,66.45,35
2025-06-18,/cart,152,112,112,60.58,107
2025-06-18,/checkout/payment,146,108,108,58.98,110
2025-06-18,/category/security-cameras,142,106,106,60.11,90
2025-06-18,/checkout/thankyou,128,103,103,60.95,90
2025-06-18,/products/video-doorbell-pro-2,105,105,105,64.75,39
2025-06-18,/products/indoor-cam-(2nd-gen),103,103,103,60.55,44
2025-06-18,/products/stick-up-cam-battery,97,97,97,63.64,48
2025-06-18,/products/ring-alarm-8-piece,96,96,96,66.67,41
2025-06-19,/checkout/thankyou,152,110,110,61.89,100
2025-06-19,/category/security-cameras,139,110,110,60.12,93
2025-06-19,/cart,125,94,94,60.32,86
2025-06-19,/checkout/payment,123,98,98,64.29,95
2025-06-19,/products/video-doorbell-pro-2,111,111,111,62.85,48
2025-06-19,/products/indoor-cam-(2nd-gen),107,107,107,61.19,43
2025-06-19,/products/stick-up-cam-battery,96,96,96,58.8,48
2025-06-19,/products/ring-alarm-8-piece,86,86,86,58.8,41
2025-06-20,/category/security-cameras,154,120,121,60.84,98
2025-06-20,/checkout/thankyou,154,111,111,61.24,114
2025-06-20,/checkout/payment,150,111,112,63.58,106
2025-06-20,/cart,128,91,91,59.45,83
2025-06-20,/products/stick-up-cam-battery,111,111,111,59.54,49
